request_id,customer_segment,service_area,channel,region,request_type,urgency_score,previous_cases_90d,account_age_months,open_cases_at_submission,avg_response_minutes_30d,sentiment_score_at_submission,missing_documents_flag,weekend_submission,priority_class,sla_breach,resolution_days_post_outcome,post_resolution_status
REQ-00426,Individual,Customer success,Portal,London,Complaint,4,0,71,0,79.5,0.053,0,1,Standard,1,7.7,Late - staffing
REQ-00427,SME,Finance operations,Phone,Wales,Technical incident,3,1,8,1,47.3,0.374,0,0,Low,0,5.7,On time
REQ-00428,Individual,HR services,Portal,London,Technical incident,5,0,70,1,136.0,-0.193,0,1,Urgent,1,8.3,Late - dependency
REQ-00429,SME,Finance operations,Portal,South East,Policy question,3,2,3,0,75.6,0.36,0,0,Standard,1,6.5,Late - dependency
REQ-00430,Individual,IT support,Email,Midlands,Complaint,3,2,37,2,78.2,-0.605,0,0,Urgent,1,6.3,Late - complex
REQ-00431,Individual,Facilities,Portal,Scotland,Technical incident,1,0,30,1,76.9,-0.158,0,0,Low,0,3.3,Early close
REQ-00432,Individual,HR services,Email,Midlands,Policy question,1,3,41,2,105.1,-0.494,0,1,Low,1,6.5,Late - complex
REQ-00433,Public sector,HR services,Portal,London,Technical incident,5,0,31,0,90.2,-0.222,0,0,Standard,0,5.9,On time
REQ-00434,Individual,Customer success,Chat,London,Technical incident,2,2,64,0,85.5,0.613,0,0,Standard,0,6.4,Early close
REQ-00435,SME,Customer success,Phone,South East,Access issue,3,1,2,1,95.8,-0.226,1,0,Low,1,6.1,Late - staffing
REQ-00436,SME,Customer success,Phone,Midlands,Policy question,3,5,70,0,6.1,0.373,0,1,Urgent,1,5.8,Late - staffing
REQ-00437,SME,IT support,Portal,Midlands,Billing query,1,2,49,2,7.5,0.733,0,0,Standard,1,2.7,Late - dependency
REQ-00438,Enterprise,HR services,Portal,London,Change request,3,1,56,2,67.3,0.038,0,0,Low,1,4.3,Late - staffing
REQ-00439,Individual,Customer success,Portal,Midlands,Policy question,2,3,10,3,63.1,0.497,0,0,Standard,0,3.7,On time
REQ-00440,Public sector,Finance operations,Email,Scotland,Change request,1,0,5,0,90.3,0.289,0,0,Low,0,2.1,Early close
REQ-00441,Individual,IT support,Portal,North West,Policy question,3,1,29,1,70.7,0.102,0,0,Standard,1,7.1,Late - staffing
REQ-00442,SME,Customer success,Portal,London,Change request,3,0,23,0,90.4,0.388,1,0,Standard,0,4.2,On time
REQ-00443,Public sector,HR services,Portal,Northern Ireland,Access issue,1,2,56,2,26.4,0.878,1,0,Low,1,5.8,Late - dependency
REQ-00444,SME,HR services,Portal,London,Complaint,3,0,64,0,69.6,-0.237,1,0,Standard,0,4.3,Early close
REQ-00445,SME,Customer success,Portal,Midlands,Policy question,4,1,31,0,23.1,-0.382,0,0,Urgent,1,7.2,Late - complex
REQ-00446,Public sector,HR services,Portal,South East,Billing query,2,0,55,1,83.5,-0.408,0,0,Low,1,4.4,Late - dependency
REQ-00447,Individual,Finance operations,Portal,South East,Billing query,5,1,5,0,5.0,0.497,0,0,Standard,0,8.0,Early close
REQ-00448,Public sector,Finance operations,Email,South East,Billing query,4,2,53,0,82.2,0.558,0,0,Urgent,1,5.7,Late - dependency
REQ-00449,SME,Finance operations,Portal,Midlands,Policy question,4,1,8,0,18.6,-0.192,0,0,Urgent,1,7.6,Late - staffing
REQ-00450,Public sector,IT support,Portal,London,Technical incident,1,2,48,0,56.6,-0.911,0,0,Standard,1,4.6,Late - staffing
REQ-00451,SME,Customer success,Email,London,Complaint,4,1,28,0,101.3,-0.254,0,0,Standard,1,8.1,Late - complex
REQ-00452,Individual,Customer success,Phone,South East,Technical incident,2,1,30,1,78.0,0.297,0,0,Low,0,3.6,On time
REQ-00453,Public sector,Finance operations,Portal,North West,Technical incident,4,0,20,0,12.4,0.02,0,0,Standard,0,5.1,On time
REQ-00454,SME,Finance operations,Email,London,Policy question,5,4,29,1,46.5,0.131,0,0,Urgent,0,6.9,On time
REQ-00455,SME,Customer success,Chat,London,Change request,2,4,63,0,17.5,-0.186,0,0,Standard,1,8.0,Late - dependency
REQ-00456,SME,IT support,Email,North West,Change request,2,1,58,0,10.7,0.506,0,0,Low,1,5.4,Late - staffing
REQ-00457,Individual,HR services,Chat,London,Billing query,1,0,25,0,74.1,0.204,0,0,Low,1,6.6,Late - dependency
REQ-00458,Enterprise,HR services,Phone,London,Complaint,4,1,21,0,89.6,0.314,0,0,Standard,1,7.5,Late - dependency
REQ-00459,Individual,Facilities,Portal,Midlands,Policy question,4,0,37,1,85.4,0.122,0,0,Standard,0,5.1,On time
REQ-00460,Public sector,IT support,Portal,North West,Change request,3,3,49,2,91.1,0.286,0,0,Standard,1,6.7,Late - staffing
REQ-00461,Public sector,Facilities,Email,Northern Ireland,Complaint,1,4,13,0,69.6,0.256,0,0,Low,1,6.1,Late - dependency
REQ-00462,SME,Finance operations,Chat,Northern Ireland,Technical incident,2,3,52,0,60.4,-0.368,0,0,Standard,0,3.5,Early close
REQ-00463,Individual,Facilities,Portal,London,Access issue,3,2,68,0,32.4,0.218,1,0,Standard,1,6.8,Late - complex
REQ-00464,SME,IT support,Portal,South East,Technical incident,5,3,60,1,54.6,0.406,0,0,Urgent,1,8.7,Late - dependency
REQ-00465,Public sector,HR services,Email,South East,Access issue,1,1,39,1,23.8,0.57,1,0,Low,0,3.1,On time
REQ-00466,Public sector,HR services,Portal,South East,Change request,2,3,23,2,40.4,0.237,0,0,Standard,1,6.4,Late - dependency
REQ-00467,Public sector,IT support,Phone,London,Billing query,4,2,23,2,73.1,-0.384,0,0,Urgent,1,8.0,Late - dependency
REQ-00468,Individual,IT support,Email,London,Technical incident,2,3,53,0,65.9,-0.315,1,0,Standard,1,6.1,Late - complex
REQ-00469,SME,IT support,Phone,London,Complaint,5,1,33,0,177.3,-0.146,0,0,Urgent,1,10.0,Late - dependency
REQ-00470,Enterprise,Finance operations,Phone,South East,Access issue,5,0,8,0,22.9,0.135,0,0,Urgent,1,8.3,Late - staffing
REQ-00471,Enterprise,IT support,Email,Northern Ireland,Policy question,2,2,49,1,65.6,-0.005,0,0,Low,0,7.0,On time
REQ-00472,Enterprise,Customer success,Email,South East,Technical incident,4,3,10,1,20.2,-0.456,0,0,Urgent,1,7.9,Late - dependency
REQ-00473,SME,Finance operations,Phone,South East,Policy question,4,1,71,0,56.4,-0.458,0,0,Standard,0,6.6,On time
REQ-00474,SME,Customer success,Phone,Northern Ireland,Access issue,4,0,30,1,57.9,-0.894,0,0,Urgent,1,6.0,Late - staffing
REQ-00475,SME,Customer success,Phone,South East,Access issue,1,2,25,2,99.6,-1.0,0,0,Low,0,4.7,On time
REQ-00476,SME,IT support,Portal,London,Policy question,1,0,4,1,54.3,-0.009,0,0,Low,0,1.6,On time
REQ-00477,Enterprise,Facilities,Email,Midlands,Technical incident,2,1,12,2,63.3,1.0,0,0,Standard,0,4.1,On time
REQ-00478,Public sector,Customer success,Portal,North West,Technical incident,1,3,68,3,54.9,0.859,0,1,Standard,1,4.8,Late - dependency
REQ-00479,Public sector,Facilities,Phone,London,Access issue,2,0,39,1,21.0,-0.39,0,0,Low,1,5.6,Late - dependency
REQ-00480,Enterprise,Finance operations,Email,Wales,Policy question,4,2,65,2,47.2,0.117,0,0,Standard,1,7.2,Late - staffing
REQ-00481,Enterprise,Finance operations,Portal,Midlands,Policy question,3,2,68,0,56.6,-0.609,1,0,Standard,1,5.7,Late - dependency
REQ-00482,SME,IT support,Portal,North West,Billing query,2,1,4,0,72.6,-0.54,0,1,Low,1,5.1,Late - staffing
REQ-00483,Public sector,HR services,Portal,Wales,Technical incident,1,1,28,0,89.6,-0.489,0,0,Standard,1,6.3,Late - dependency
REQ-00484,SME,Customer success,Phone,London,Billing query,2,1,60,0,61.8,-0.051,0,0,Low,0,4.2,On time
REQ-00485,SME,Customer success,Portal,London,Technical incident,3,3,36,0,61.2,-0.032,0,0,Standard,0,3.6,On time
REQ-00486,Enterprise,IT support,Portal,London,Complaint,4,2,37,1,9.8,0.164,0,0,Urgent,1,8.8,Late - dependency
REQ-00487,Enterprise,Facilities,Chat,South East,Technical incident,2,0,41,0,88.9,0.348,0,0,Low,1,4.0,Late - complex
REQ-00488,SME,Finance operations,Phone,Midlands,Technical incident,2,3,50,1,45.6,-0.102,0,1,Standard,1,6.9,Late - dependency
REQ-00489,Public sector,Customer success,Portal,London,Access issue,3,1,67,1,96.1,0.066,0,1,Standard,0,5.2,Early close
REQ-00490,Public sector,IT support,Portal,North West,Access issue,1,0,63,2,116.1,-0.442,0,1,Low,0,3.1,Early close
REQ-00491,Public sector,Customer success,Chat,London,Access issue,2,1,45,0,63.4,-0.555,0,0,Low,0,5.8,On time
REQ-00492,Public sector,Customer success,Phone,London,Change request,1,0,41,3,34.2,-0.625,1,0,Low,0,1.4,Early close
REQ-00493,Public sector,IT support,Email,Wales,Change request,3,5,26,0,69.4,0.342,1,0,Standard,1,8.2,Late - dependency
REQ-00494,SME,IT support,Portal,South East,Access issue,3,1,9,1,82.2,-0.102,1,0,Urgent,1,7.8,Late - dependency
REQ-00495,Individual,Customer success,Portal,South East,Billing query,3,3,51,1,59.0,-0.792,0,0,Urgent,0,4.3,On time
REQ-00496,Enterprise,IT support,Portal,Scotland,Billing query,4,1,1,1,50.3,0.022,1,0,Urgent,1,6.3,Late - staffing
REQ-00497,Enterprise,HR services,Phone,Wales,Technical incident,2,1,50,1,89.7,-0.512,0,0,Standard,1,5.1,Late - staffing
REQ-00498,Public sector,Customer success,Portal,London,Technical incident,5,0,36,1,87.4,0.797,0,1,Standard,0,6.4,On time
REQ-00499,Enterprise,HR services,Portal,London,Technical incident,5,3,56,1,57.9,-0.21,0,1,Urgent,1,7.0,Late - dependency
REQ-00500,Enterprise,Finance operations,Phone,Midlands,Complaint,1,1,68,0,12.1,0.357,1,0,Standard,0,3.4,On time
REQ-00501,Public sector,Finance operations,Chat,Midlands,Billing query,5,0,40,3,86.0,0.54,0,0,Urgent,0,4.3,On time
REQ-00502,Individual,IT support,Phone,Midlands,Technical incident,1,1,41,2,43.1,-0.38,0,0,Standard,0,4.3,Early close
REQ-00503,Individual,Customer success,Email,Midlands,Technical incident,2,1,35,1,77.5,0.084,0,0,Low,1,6.0,Late - dependency
REQ-00504,Enterprise,Finance operations,Email,South East,Billing query,3,0,27,0,75.3,0.299,0,0,Low,1,8.3,Late - dependency
REQ-00505,Enterprise,IT support,Portal,Midlands,Complaint,1,1,7,1,5.0,0.102,0,0,Low,0,3.5,On time
REQ-00506,Individual,Finance operations,Portal,Scotland,Access issue,2,2,3,0,72.8,0.212,0,0,Low,0,3.5,On time
REQ-00507,SME,Customer success,Email,London,Technical incident,1,2,52,0,88.0,-0.548,0,0,Standard,1,3.8,Late - staffing
REQ-00508,Individual,IT support,Portal,London,Technical incident,3,0,65,0,92.3,0.299,0,1,Standard,1,6.3,Late - complex
REQ-00509,Enterprise,Customer success,Email,London,Complaint,5,4,4,2,74.1,-0.169,0,0,Urgent,0,7.2,On time
REQ-00510,SME,Facilities,Chat,London,Technical incident,5,5,24,5,5.0,0.207,0,0,Urgent,1,10.7,Late - complex
REQ-00511,SME,Customer success,Chat,North West,Billing query,2,3,44,2,114.7,0.464,1,0,Standard,1,4.9,Late - dependency
REQ-00512,Individual,Customer success,Portal,South East,Change request,3,2,51,4,84.4,0.351,0,0,Urgent,1,9.0,Late - staffing
REQ-00513,SME,Customer success,Portal,Midlands,Change request,3,1,53,0,27.9,0.207,0,0,Low,0,6.0,On time
REQ-00514,SME,Customer success,Portal,South East,Technical incident,3,1,50,3,42.4,0.339,0,0,Standard,1,6.1,Late - complex
REQ-00515,Enterprise,IT support,Portal,London,Change request,4,3,6,2,78.1,0.36,0,0,Urgent,1,10.0,Late - complex
REQ-00516,SME,Customer success,Portal,South East,Billing query,5,0,19,1,93.8,0.723,1,0,Standard,1,6.9,Late - staffing
REQ-00517,SME,HR services,Portal,North West,Technical incident,3,2,34,1,52.9,0.035,0,0,Urgent,1,6.8,Late - complex
REQ-00518,Individual,HR services,Phone,London,Change request,1,3,5,1,98.9,0.124,1,1,Low,1,3.6,Late - complex
REQ-00519,SME,Customer success,Email,North West,Billing query,5,2,25,0,7.3,0.469,1,0,Urgent,1,10.6,Late - dependency
REQ-00520,Individual,Customer success,Chat,North West,Policy question,5,2,28,2,33.5,-0.171,0,0,Urgent,0,4.6,Early close
REQ-00521,Individual,Facilities,Portal,North West,Complaint,2,1,70,1,5.0,-0.551,0,1,Standard,1,3.7,Late - dependency
REQ-00522,Enterprise,HR services,Portal,Midlands,Change request,3,3,23,0,38.6,0.272,0,0,Standard,1,6.1,Late - dependency
REQ-00523,SME,HR services,Portal,South East,Change request,5,3,69,0,122.8,-0.043,0,0,Urgent,1,10.3,Late - staffing
REQ-00524,Public sector,Finance operations,Portal,South East,Policy question,3,2,50,2,142.0,-0.493,0,1,Standard,1,7.7,Late - complex
REQ-00525,SME,Finance operations,Portal,London,Complaint,3,1,50,2,78.2,0.275,0,0,Standard,0,4.6,On time
REQ-00526,Enterprise,Finance operations,Chat,Midlands,Access issue,5,5,59,1,47.7,0.694,0,0,Urgent,1,10.5,Late - staffing
REQ-00527,Individual,IT support,Portal,South East,Technical incident,5,4,60,0,62.2,-0.683,0,0,Urgent,1,8.9,Late - dependency
REQ-00528,Individual,IT support,Portal,London,Policy question,3,4,16,0,86.6,0.51,0,0,Standard,1,7.7,Late - complex
REQ-00529,Individual,Facilities,Email,South East,Change request,1,1,30,1,15.3,-1.0,0,0,Standard,1,6.5,Late - dependency
REQ-00530,SME,Finance operations,Email,Scotland,Complaint,3,3,38,0,50.0,-0.13,0,0,Standard,1,6.6,Late - dependency
REQ-00531,Public sector,Customer success,Email,Scotland,Technical incident,4,2,70,2,120.2,0.878,0,0,Urgent,1,6.6,Late - staffing
REQ-00532,Public sector,Facilities,Portal,London,Technical incident,2,2,3,0,33.4,-0.098,1,0,Standard,1,6.3,Late - staffing
REQ-00533,Enterprise,IT support,Phone,Wales,Policy question,3,1,34,0,43.8,0.09,0,1,Standard,0,5.4,On time
REQ-00534,Public sector,IT support,Portal,London,Technical incident,4,2,16,0,70.5,0.393,0,0,Standard,1,7.6,Late - complex
REQ-00535,SME,IT support,Portal,London,Technical incident,1,3,15,2,79.9,-0.722,1,0,Standard,0,4.5,On time
REQ-00536,SME,Customer success,Email,London,Access issue,3,2,55,1,48.1,0.082,1,1,Standard,1,6.4,Late - dependency
REQ-00537,Enterprise,IT support,Phone,Northern Ireland,Technical incident,4,4,15,0,72.7,0.079,0,0,Urgent,1,8.3,Late - complex
REQ-00538,SME,HR services,Portal,North West,Change request,2,1,57,0,91.3,0.888,0,0,Low,1,5.8,Late - complex
REQ-00539,SME,Customer success,Email,North West,Technical incident,3,1,71,1,138.7,-0.506,0,0,Standard,1,6.6,Late - dependency
REQ-00540,Individual,Customer success,Portal,North West,Change request,4,2,56,1,65.6,-0.122,0,0,Standard,1,9.4,Late - complex
REQ-00541,Individual,IT support,Portal,Midlands,Policy question,1,2,13,1,68.6,-0.368,0,0,Low,1,5.2,Late - staffing
REQ-00542,Enterprise,IT support,Portal,Wales,Technical incident,4,3,11,0,123.5,-0.415,0,0,Urgent,1,7.4,Late - staffing
REQ-00543,Individual,IT support,Phone,Midlands,Access issue,2,2,32,2,50.8,0.557,0,1,Standard,0,4.5,On time
REQ-00544,Individual,IT support,Portal,North West,Policy question,2,1,40,1,23.6,0.062,0,0,Low,0,4.8,On time
REQ-00545,SME,IT support,Phone,London,Policy question,4,1,56,2,78.8,-0.2,0,0,Standard,1,8.1,Late - complex
REQ-00546,Enterprise,HR services,Portal,Wales,Billing query,1,2,31,1,107.7,-0.183,0,0,Low,0,3.9,Early close
REQ-00547,Enterprise,Customer success,Phone,North West,Access issue,1,1,12,0,82.6,-0.203,0,1,Low,0,0.9,Early close
REQ-00548,SME,HR services,Phone,Midlands,Technical incident,3,0,71,2,66.6,-0.163,0,0,Standard,1,3.0,Late - dependency
REQ-00549,Individual,Facilities,Portal,Midlands,Policy question,5,4,65,3,19.3,-0.519,0,0,Urgent,1,10.5,Late - complex
REQ-00550,Enterprise,IT support,Portal,Scotland,Policy question,1,1,47,0,68.0,-0.066,0,0,Low,0,3.2,On time
REQ-00551,Enterprise,Customer success,Portal,Northern Ireland,Billing query,4,3,50,0,113.2,-0.112,0,0,Urgent,1,7.8,Late - dependency
REQ-00552,SME,Facilities,Phone,Wales,Technical incident,1,2,67,0,26.8,-0.291,0,1,Low,1,5.6,Late - dependency
REQ-00553,SME,Customer success,Portal,North West,Policy question,3,0,34,0,61.4,0.12,0,0,Standard,0,6.5,On time
REQ-00554,Individual,Customer success,Email,Scotland,Policy question,3,0,11,0,56.4,0.158,1,0,Standard,0,5.9,On time
REQ-00555,SME,Finance operations,Portal,London,Technical incident,3,2,44,0,45.6,-0.2,0,0,Standard,1,7.8,Late - complex
REQ-00556,SME,IT support,Phone,Midlands,Access issue,1,2,33,0,78.7,-0.015,0,0,Low,0,1.9,Early close
REQ-00557,SME,IT support,Email,London,Complaint,4,3,57,2,85.5,1.0,0,0,Urgent,1,6.9,Late - complex
REQ-00558,Enterprise,Finance operations,Email,North West,Access issue,2,2,55,1,85.1,1.0,0,0,Low,0,1.0,On time
REQ-00559,Public sector,Customer success,Chat,Wales,Policy question,4,4,34,1,35.8,-0.424,0,0,Standard,1,8.9,Late - complex
REQ-00560,Enterprise,Finance operations,Portal,London,Billing query,4,0,27,1,12.4,-0.362,0,0,Standard,1,8.2,Late - dependency
REQ-00561,SME,Facilities,Phone,London,Technical incident,3,4,30,0,79.2,-0.427,1,0,Urgent,1,8.6,Late - staffing
REQ-00562,SME,HR services,Portal,South East,Billing query,2,1,45,1,52.3,0.526,0,0,Standard,1,6.2,Late - staffing
REQ-00563,Individual,IT support,Email,London,Change request,4,2,46,0,134.3,-0.129,0,0,Standard,1,7.3,Late - staffing
REQ-00564,Public sector,Finance operations,Chat,Scotland,Policy question,5,3,37,1,136.0,0.158,0,0,Urgent,1,8.0,Late - staffing
REQ-00565,Public sector,Facilities,Email,North West,Technical incident,5,2,38,1,139.7,0.949,0,1,Urgent,0,5.6,On time
REQ-00566,Public sector,Facilities,Email,London,Billing query,5,1,71,2,37.1,0.045,0,1,Urgent,1,7.9,Late - staffing
REQ-00567,Individual,Finance operations,Portal,London,Access issue,2,2,19,1,89.9,0.368,0,1,Standard,0,2.7,Early close
REQ-00568,SME,IT support,Portal,Midlands,Policy question,3,5,13,0,100.5,0.284,0,0,Urgent,1,9.6,Late - dependency
REQ-00569,Enterprise,Facilities,Portal,Northern Ireland,Technical incident,2,0,57,1,96.5,-0.215,0,0,Low,1,3.5,Late - dependency
REQ-00570,Enterprise,IT support,Email,London,Policy question,5,0,67,2,57.6,0.527,1,1,Urgent,1,7.6,Late - staffing
REQ-00571,Enterprise,Customer success,Email,Northern Ireland,Complaint,5,2,44,0,114.8,-0.332,0,0,Urgent,1,6.1,Late - dependency
REQ-00572,Individual,IT support,Portal,South East,Technical incident,5,2,29,1,70.0,0.653,1,0,Urgent,1,8.8,Late - complex
REQ-00573,Enterprise,IT support,Portal,South East,Complaint,1,4,25,0,74.5,-0.214,0,0,Standard,0,3.6,Early close
REQ-00574,Individual,HR services,Portal,South East,Billing query,2,1,34,3,16.2,-0.165,1,0,Standard,1,5.0,Late - complex
REQ-00575,Individual,HR services,Portal,South East,Change request,4,3,4,0,92.6,-0.44,0,0,Standard,1,6.7,Late - staffing
REQ-00576,Enterprise,HR services,Portal,Midlands,Technical incident,4,0,38,2,60.9,-0.366,0,0,Standard,1,6.9,Late - staffing
REQ-00577,Individual,Finance operations,Phone,Scotland,Technical incident,2,1,20,0,86.3,-0.142,0,0,Low,1,4.7,Late - dependency
REQ-00578,Public sector,Customer success,Email,Wales,Complaint,1,2,19,0,78.2,-1.0,0,0,Low,1,4.6,Late - complex
REQ-00579,Individual,HR services,Portal,North West,Technical incident,1,3,40,3,76.3,-0.055,0,0,Standard,1,7.4,Late - complex
REQ-00580,Enterprise,HR services,Email,London,Change request,4,2,69,1,68.4,-0.179,0,0,Urgent,1,7.7,Late - complex
REQ-00581,Enterprise,Finance operations,Phone,South East,Technical incident,3,1,15,0,97.5,0.406,0,0,Standard,0,5.1,Early close
REQ-00582,Enterprise,IT support,Portal,London,Access issue,3,3,65,0,63.0,0.24,0,0,Urgent,1,6.3,Late - staffing
REQ-00583,SME,HR services,Portal,North West,Technical incident,5,1,37,1,19.1,-0.268,0,0,Urgent,1,7.2,Late - dependency
REQ-00584,Enterprise,IT support,Portal,London,Policy question,1,0,70,2,89.9,-0.156,0,0,Low,0,2.4,On time
REQ-00585,Individual,Facilities,Portal,London,Complaint,4,3,28,2,41.7,-0.056,1,1,Urgent,1,10.8,Late - complex
REQ-00586,Public sector,IT support,Phone,South East,Change request,2,2,71,1,23.7,0.719,0,0,Standard,1,5.4,Late - staffing
REQ-00587,SME,Customer success,Chat,South East,Access issue,5,0,47,0,34.2,-0.32,0,1,Standard,1,8.2,Late - dependency
REQ-00588,Enterprise,HR services,Portal,Scotland,Access issue,5,1,48,1,79.9,-0.274,0,0,Urgent,1,7.1,Late - dependency
REQ-00589,SME,Customer success,Phone,London,Access issue,3,2,40,0,66.6,-0.458,1,0,Urgent,1,3.3,Late - complex
REQ-00590,SME,HR services,Portal,Scotland,Technical incident,2,1,33,0,5.0,-0.617,0,0,Low,0,2.7,On time
REQ-00591,Individual,IT support,Email,North West,Access issue,2,3,38,1,56.6,0.188,0,0,Standard,1,8.9,Late - complex
REQ-00592,Enterprise,Customer success,Phone,South East,Technical incident,1,1,61,3,110.9,0.141,1,0,Standard,1,5.2,Late - complex
REQ-00593,SME,Facilities,Portal,Wales,Technical incident,5,0,57,1,54.2,0.627,0,0,Urgent,1,9.8,Late - staffing
REQ-00594,Public sector,Customer success,Portal,Wales,Change request,1,4,2,0,64.2,0.519,1,0,Low,1,5.0,Late - complex
REQ-00595,SME,Finance operations,Email,Scotland,Billing query,3,2,50,0,106.5,1.0,0,1,Standard,1,3.8,Late - dependency
REQ-00596,SME,Facilities,Chat,Northern Ireland,Technical incident,3,1,60,0,97.8,0.017,0,0,Standard,1,5.0,Late - complex
REQ-00597,Public sector,Customer success,Portal,South East,Access issue,4,2,53,3,105.8,-0.067,0,1,Urgent,0,6.2,On time
REQ-00598,Public sector,Facilities,Portal,Wales,Change request,5,3,36,1,5.0,-0.535,1,0,Urgent,0,7.2,Early close
REQ-00599,Individual,Finance operations,Portal,Scotland,Access issue,3,0,24,2,130.7,0.363,1,0,Standard,1,6.0,Late - staffing
REQ-00600,Public sector,Facilities,Email,London,Access issue,4,2,48,0,92.3,0.103,0,0,Urgent,1,6.9,Late - staffing
REQ-00601,Enterprise,Facilities,Email,Midlands,Billing query,3,2,48,1,156.2,0.343,0,0,Low,0,5.9,On time
REQ-00602,Individual,Customer success,Phone,North West,Change request,3,1,27,0,42.6,-0.463,0,0,Low,1,5.7,Late - dependency
REQ-00603,Individual,Finance operations,Phone,North West,Access issue,1,3,29,1,8.3,0.208,0,1,Standard,0,3.7,On time
REQ-00604,Public sector,Finance operations,Chat,Northern Ireland,Technical incident,2,4,27,0,70.3,0.142,0,0,Standard,1,6.5,Late - staffing
REQ-00605,Individual,Customer success,Phone,South East,Change request,3,3,4,0,60.4,0.113,0,0,Standard,0,4.7,Early close
REQ-00606,Individual,HR services,Portal,London,Change request,1,5,3,1,92.9,-0.257,0,1,Standard,0,2.8,Early close
REQ-00607,Individual,Facilities,Email,London,Billing query,2,1,6,1,107.6,0.585,0,0,Low,1,4.9,Late - staffing
REQ-00608,SME,HR services,Portal,London,Access issue,3,1,31,3,66.9,0.973,1,0,Standard,1,8.5,Late - staffing
REQ-00609,Public sector,IT support,Portal,South East,Policy question,3,0,37,1,61.6,-0.45,0,0,Standard,1,7.3,Late - complex
REQ-00610,Enterprise,Facilities,Chat,London,Billing query,5,3,29,0,88.3,0.374,0,0,Urgent,0,8.1,On time
REQ-00611,Enterprise,IT support,Email,Midlands,Technical incident,5,4,68,1,61.0,-1.0,0,0,Urgent,1,8.1,Late - dependency
REQ-00612,Public sector,IT support,Chat,Midlands,Policy question,4,1,16,1,58.1,0.351,0,0,Low,1,5.5,Late - complex
REQ-00613,Individual,Facilities,Portal,Wales,Policy question,1,0,28,0,106.3,-0.792,0,0,Low,1,5.5,Late - staffing
REQ-00614,Individual,Facilities,Email,South East,Access issue,3,1,18,1,114.1,-0.186,0,0,Standard,1,7.4,Late - staffing
REQ-00615,SME,Customer success,Email,North West,Technical incident,4,0,22,1,107.9,-0.541,0,0,Urgent,0,5.3,On time
REQ-00616,Public sector,Finance operations,Portal,London,Access issue,3,1,42,3,64.1,-0.047,0,1,Standard,1,5.9,Late - complex
REQ-00617,Individual,IT support,Portal,South East,Technical incident,3,1,23,2,5.0,0.427,1,0,Urgent,1,4.5,Late - dependency
REQ-00618,Enterprise,Customer success,Email,London,Access issue,3,2,23,3,64.8,-0.786,0,0,Standard,1,7.6,Late - complex
REQ-00619,SME,IT support,Portal,London,Complaint,3,0,48,1,43.5,-0.112,0,0,Standard,1,7.4,Late - dependency
REQ-00620,SME,IT support,Chat,North West,Technical incident,3,2,59,1,65.5,-0.181,0,0,Standard,1,5.8,Late - staffing
REQ-00621,Individual,Finance operations,Portal,London,Access issue,1,0,16,0,46.5,0.761,0,0,Low,0,1.5,On time
REQ-00622,Enterprise,HR services,Portal,Scotland,Access issue,3,1,8,0,69.3,0.244,0,0,Standard,1,7.8,Late - dependency
REQ-00623,Individual,Customer success,Phone,South East,Billing query,2,2,18,1,33.6,-0.48,0,0,Low,1,4.9,Late - complex
REQ-00624,Enterprise,Facilities,Portal,Midlands,Access issue,4,2,42,2,25.2,-0.162,1,0,Urgent,1,9.6,Late - complex
REQ-00625,Individual,Facilities,Chat,South East,Billing query,5,0,69,2,112.8,0.75,0,0,Urgent,1,7.7,Late - complex
REQ-00626,Enterprise,IT support,Phone,Midlands,Change request,3,1,12,0,36.1,0.371,0,0,Low,1,5.8,Late - complex
REQ-00627,Individual,Finance operations,Portal,Scotland,Technical incident,2,3,4,0,70.0,-0.363,0,0,Standard,0,4.3,On time
REQ-00628,SME,HR services,Email,Midlands,Access issue,5,2,38,0,103.4,-0.07,0,0,Urgent,1,7.9,Late - dependency
REQ-00629,Enterprise,IT support,Email,Wales,Technical incident,4,3,71,0,102.0,-0.056,0,0,Urgent,1,9.2,Late - staffing
REQ-00630,Individual,Finance operations,Phone,London,Billing query,3,0,40,1,97.8,-0.192,0,0,Standard,1,7.1,Late - dependency
REQ-00631,Individual,Finance operations,Phone,Midlands,Complaint,1,3,66,0,80.6,-0.72,0,1,Low,0,4.6,On time
REQ-00632,Individual,IT support,Phone,North West,Access issue,1,2,46,0,95.3,-0.255,0,0,Low,0,3.2,On time
REQ-00633,SME,HR services,Email,London,Technical incident,2,1,3,1,118.1,0.675,0,0,Low,1,4.9,Late - dependency
REQ-00634,Enterprise,Facilities,Portal,North West,Change request,2,0,31,0,84.9,-0.122,0,0,Low,0,3.3,On time
REQ-00635,SME,IT support,Email,North West,Access issue,4,0,55,0,5.7,0.004,0,0,Standard,1,6.4,Late - dependency
REQ-00636,SME,HR services,Chat,North West,Access issue,3,4,37,3,51.5,0.113,1,1,Urgent,1,9.0,Late - dependency
REQ-00637,Public sector,Customer success,Email,Wales,Policy question,5,2,14,3,94.4,1.0,0,0,Urgent,1,9.6,Late - complex
REQ-00638,Public sector,Facilities,Email,Midlands,Change request,3,4,13,3,48.1,0.054,0,0,Urgent,1,7.1,Late - staffing
REQ-00639,Individual,Customer success,Portal,North West,Technical incident,5,1,48,1,126.7,0.542,1,0,Urgent,1,7.0,Late - dependency
